auction_id,"Seller ID","Seller Name","Seller DBA","Seller Address","Seller City","Seller State","Seller Zip","Seller Contact","Seller Phone","Buyer ID","Buyer Name","Buyer DBA","Buyer Address","Buyer City","Buyer State","Buyer Zip","Buyer Contact","Buyer Phone","Price Charged to Customer",VIN,"Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Green Light","Payment Status","Pickup Slip Released","Does not Run","Starts and Dies","Fails to Move Forward or Reverse","Transmission Problem","4WD/Drivetrain Problem"
359983,8139,"Planet Subaru, Inc.",,"596 Washington St",Hanover,MA,02339,"James Greene",781-826-4444,20879,"Wakefield auto sales of main st INC",,"611 Main st",Wakefield,MA,01880,"Kenneth Lussier",7812456640,125.0,JHLRD78472C043623,2002,Honda,CR-V,LX,"Small Crossover/SUV",1.0,to_be_floored,0,0,0,0,0,0
359571,20438,"Audi Jackson",,"5320 I-55 north",Jackson,MS,39211,"Justin bishop",6019879090,20517,"DARREL EVANS",,"3201 DEMETROPOLIS RD",Mobile,AL,36693,"Darrel Lamont Evans",2517098098,350.0,1FAHP3H22CL123121,2012,Ford,Focus,SEL,"Small Car",1.0,pending,0,0,0,0,0,0
359534,520,"Depaula Chevrolet, Inc.",,"1 Fairfield Ave",Albany,NY,12205,"Shawn Townsend","518-281-4413 (Shawn)",20327,"Christopher motors inc",,"1290 greenwich ave",Warwick,RI,02886,"George rizk",4017394545,325.0,JTDBR32E752052407,2005,Toyota,Corolla,LE,"Small Car",1.0,paid,1,0,0,0,0,0
354074,7414,"Kindle Ford Lincoln, Inc.","Kindle Ford Lincoln","525 Stone Harbor Blvd","Cape May Court House",NJ,08210,"Anthony Priest",609-778-1617,4363,"BMZ Motors LLC",,"218 Central Ave / PO Box 392","Island Heights",NJ,08732,"Matthew Zucaro","(732) 616-0802",175.0,1FMFU18LX3LB70786,2003,Ford,Expedition,"Eddie Bauer","Large Crossover/SUV",0.0,paid,1,0,0,0,0,0
359036,2433,"Enterprise Fleet Management Syracuse ",,"6701 Manlius Center Road","East Syracuse",NY,13057,"Jason Bolt",315-415-2607,12857,"Route 33 Auto Sales, LLC","World Volkswagen","4075 Highway 33",Neptune,NJ,07753,"Justin Simcox",732-922-1500,425.0,1FTEW1EP7JFC29922,2018,Ford,F150,XLT,Pickup,1.0,paid,1,0,0,0,0,0
359898,1297,"Wholesale Cars Online, LLC","Sun Auto Warehouse","8010 Brewerton Road",Cicero,NY,13039,"Peter Detor","315-350-7155 KENNY",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,250.0,4M2CU91158KJ42318,2008,Mercury,Mariner,Base,"Small Crossover/SUV",0.0,paid,1,0,0,0,0,0
359912,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,275.0,1D7HA18K94J153610,2004,Dodge,"Ram 1500",ST,Pickup,1.0,paid,1,0,0,0,0,0
356144,2042,"Farnsworth Chevrolet, Inc.",,"2350 Rochester Road",Canandaigua,NY,14424,"Ben Tomion",585-394-2360,18228,"Yireh Auto Sales LLC",,"15 Harrison Place ",Clifton,NJ,07011,"Franklin Liriano",856-455-5910,425.0,KL1TD66617B758483,2007,Chevrolet,Aveo,LS,"Small Car",1.0,paid,1,0,0,0,0,0
359977,8139,"Planet Subaru, Inc.",,"596 Washington St",Hanover,MA,02339,"James Greene",781-826-4444,17658,"Y & H Auto Planet, LLC",,"3565 NY 43","West Sand Lake",NY,12196,"Mohammad A. Basit",518-821-0553,325.0,JTDKB20U973205178,2007,Toyota,Prius,,"Small Car",1.0,paid,1,0,0,0,0,0
359941,3821,"Kia of Stamford / GGL, LLC",,"263 Selleck St",Stamford,CT,06902,"Robert Ricucci (Stm Subaru & Kia)",203-883-8888,3670,"Perez Auto Group LLC","Little Motors","363 Central Avenue",Albany,NY,12206,"Alex Perez",518-462-1633,250.0,JH4KA9655YC006219,2000,Acura,3.5RL,,"Luxury Car",1.0,paid,1,0,0,0,0,0
359946,3821,"Kia of Stamford / GGL, LLC",,"263 Selleck St",Stamford,CT,06902,"Robert Ricucci (Stm Subaru & Kia)",203-883-8888,3670,"Perez Auto Group LLC","Little Motors","363 Central Avenue",Albany,NY,12206,"Alex Perez",518-462-1633,250.0,KNDJC733645236333,2004,Kia,Sorento,EX,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
359948,10587,"Lexus of Northborough",,"14 Belmont St",Northborough,MA,01532,"Scott Bedell",508-870-3222,3670,"Perez Auto Group LLC","Little Motors","363 Central Avenue",Albany,NY,12206,"Alex Perez",518-462-1633,275.0,1GYEE637250116465,2005,Cadillac,SRX,,"Large Luxury Crossover/SUV",1.0,paid,1,0,0,0,0,0
359945,6382,"Subaru Stamford",,"198 Baxter Ave",Stamford,CT,06902,"Robert Ricucci (Stm Subaru & Kia)",203-962-4696,3670,"Perez Auto Group LLC","Little Motors","363 Central Avenue",Albany,NY,12206,"Alex Perez",518-462-1633,250.0,KNDJC736575681645,2007,Kia,Sorento,LX,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
359953,5706,"Acton Lincoln Mercury, Inc.","Acton Chrysler Dodge Jeep Ram","196 Great Road",Acton,MA,01720,"Dennis Arsenault",978-263-7300,389,"Adam Auto Agency, LLC",,"27 Columbia Street",Rensselaer,NY,12144,"Farhan Bhatti",518-210-8645,275.0,5FNRL5H6XBB018272,2011,Honda,Odyssey,EX-L,Minivan,1.0,paid,1,0,0,0,0,0
359094,9562,"University Ford",,"600 Julian Carr St",Durham,NC,27701,"Chris Clark",919-629-9560,6607,"Majestic Painting & Restoration, Inc","Clean Car Sales","4517 wilkinson blvd",Gastonia,NC,28056,"Ilan Paltrow",7048796410,275.0,2G1WF52E839200724,2003,Chevrolet,Impala,Base,"Full-Size Car",1.0,paid,1,0,0,0,0,0
359796,6287,"Pine Belt Automotive, Inc.","Pine Belt Automotive ","229 Route 37 East","Toms River",NJ,08753,"Michael Nickerson",732-349-3030,2541,"Mohawk Auto Sales, Inc.","Mohawk Auto Center","756 State Street",Schenectady,NY,12307,"Thomas Lavallee",518-858-5429,375.0,1N4AA5AP4AC832134,2010,Nissan,Maxima,S,"Full-Size Car",1.0,paid,1,0,0,0,0,0
359461,10738,"Cooper Chevrolet, Inc",,"1300 South Quintard Avenue",Anniston,AL,36207,"Chad M. Pearson",256-236-4481,18848,"Golden City Auto Sales",,"901 West Highway 78","Villa Rica",GA,30180,"Terry Fernander",770-459-8714,125.0,1FAFP24166G124123,2006,Ford,"Five Hundred",SEL,"Full-Size Car",1.0,paid,1,0,0,0,0,0
360261,5751,"Nissan of Keene",,"544 Monadnock Highway",Swanzey,NH,03446,Tony,603-357-7945,6504,"TD Motor Leasing LLC",,"117 Van Duzer Street","Staten Island",NY,10301,"Eliahow Aflalo",917-375-2084,550.0,JN8AS5MV8AW138292,2010,Nissan,Rogue,S,"Small Crossover/SUV",1.0,paid,1,0,0,0,0,0
360260,427,"Haraden Motorcar Corp.","Mohawk Honda","175 Freemans Bridge Road",Schenectady,NY,12302,"Justin McGrath",518-370-4911,5075,"Dlawer A. Doski","Global Motors","115 Main Street",Binghamton,NY,13905,"Peko Doski",607-651-6203,250.0,5FNRL38285B061062,2005,Honda,Odyssey,LX,Minivan,1.0,paid,1,0,0,0,0,0
360329,1377,"Mullane Motors, Inc",,"6200 South Transit Road",Lockport,NY,14094,"Jeff Jakubowski",716-625-9191,14921,"WMW Motors, Inc.","Dave Warren Chrysler Dodge Jeep Ram","1001 Washington St",Jamestown,NY,14701,"Cregg Bernard",716-484-7125,225.0,2C4RC1BG3ER292464,2014,Chrysler,"Town & Country",Touring,Minivan,1.0,pending,0,0,0,0,0,0
360267,5900,"Colonial Motors","Colonial Toyota INC","470 Boston post Road",Milford,CT,06460,"Cindy Ha",2038787401,14905,"Washington Auto Repair",,"176 Jefferson St",Washington,NJ,07882,"Wasem Yazji",908-689-0610,250.0,1J4FA29155P334080,2005,Jeep,Wrangler,SE,"Small Crossover/SUV",1.0,paid,1,0,0,0,0,0
360290,427,"Haraden Motorcar Corp.","Mohawk Honda","175 Freemans Bridge Road",Schenectady,NY,12302,"Justin McGrath",518-370-4911,11399,"Ron's Auto Used Car Sales","Ron's Auto ","38 Mumford Drive","West Rutland",VT,05777,"Ronald Jensen",802-438-5434,200.0,3A8FY48B68T130081,2008,Chrysler,"PT Cruiser",Base,"Small Car",1.0,paid,1,0,0,0,0,0
360277,17967,"Tasca Automotive Group, Route 6 Two, Inc.","Tasca Kia","1660 - 1670 Hartford Ave.",Johnston,RI,02919,"Bruce E. Coppola",401-996-3055,3649,"Falcor Auto Sales Inc",,"373 Springfield Street",Agawam,MA,01001,"Jeff Daly",413-789-7407,200.0,5NMSH73E49H288538,2009,Hyundai,"Santa Fe",Limited,"Small Crossover/SUV",1.0,paid,1,0,0,0,0,0
360276,19090,"BETLEY CHEVROLET",,"50 N MAIN ST",Derry,NH,03038,"JOHN MACNEIL",603-434-1546,5308,"Corazon Auto Sales LLC",,"730 E 22nd St",Paterson,NJ,07504,"Daniel Morales",732-534-0695,375.0,1GCDT196958153071,2005,Chevrolet,Colorado,LS,Pickup,1.0,paid,1,0,0,0,0,0
360159,5512,"Ourisman Motors of Waldorf, LLC",,"2282 Crain Highway",Waldorf,MD,20601,"Larry Gowe","301-843-1234 ",19427,"New Wave Auto of Vineland LLC",,"2287 N Delsea Dr",Vineland,NJ,08360,Joe,8568394459,300.0,3VWDF71K46M747385,2006,Volkswagen,Jetta,Base,"Small Car",1.0,pending,0,0,0,0,0,0
360486,4558,"Liberty Automotive, LTD","Liberty Toyota","4397 Route 130 South",Burlington,NJ,08016,"Rodney Bohler","609-386-6300 ext. 6413",11828,"State Route 45 Auto LLC",,"5380 State Route 45",Leetonia,OH,44431,"Chad Thomas Blankenship",330-424-1444,525.0,1GNFK130X7J392261,2007,Chevrolet,Tahoe,LTZ,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360556,13576,"Bristol Auto, LLC","Toyota of Bristol","3045 West State St",Bristol,TN,37620,"Keith Perkins",423-764-3155,7701,"Staunton Motors, Inc.",,"638 Greenville Ave",Staunton,VA,24401,"Ramin Abdulaev",540-255-6258,375.0,2HKYF18424H531594,2004,Honda,Pilot,EX,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
360128,427,"Haraden Motorcar Corp.","Mohawk Honda","175 Freemans Bridge Road",Schenectady,NY,12302,"Justin McGrath",518-370-4911,21,"Riverfront Auto Sales, Inc",,"1379 Niagara Street",Buffalo,NY,14213,"Martin Pecoraro",716-886-1626,425.0,4S4BRBCC7D3261626,2013,Subaru,Outback,Premium,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
360591,929,"Scoville-Meno, Inc.","Scoville-Meno Honda","65 Oneida St",Oneonta,NY,13820,"David Kurtz",607-433-1251,18712,"F & Z AUTOS LLC",,"12 Marble Street",Manchester,CT,06042,"Fiaz Mohammad",6789097489,350.0,1N4AL2AP4AN552176,2010,Nissan,Altima,S,"Mid-Size Car",1.0,paid,1,0,0,0,0,0
360545,3832,"Smith Motor Company","Smith Motor Company ","359 NJ-31",Washington,NJ,07882,"Daniel Smith",908-835-8100,4180,"Discount Auto Sales",,"48 4th  Street",Passaic,NJ,07055,"Mehmet Arvasi",973-928-4848,150.0,1FMFU18L84LB54734,2004,Ford,Expedition,"Eddie Bauer","Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
358871,161,"Towne Chrysler Dodge Jeep, Inc.",,"5130 Camp Road",Hamburg,NY,14075,"Mike Roeder",716-646-5200,13747,"Platinum Auto, LLC",,"999 South State St.",Jackson,MS,39201,"Christopher Albright",601-665-4703,1125.0,1G1ZB5E11BF253921,2011,Chevrolet,Malibu,LS,"Mid-Size Car",1.0,paid,1,0,0,0,0,0
360636,9934,"Della Buick GMC Cadillac, Inc.",,"170 Luzerne Road",Queensbury,NY,12804,"Joe Ruddy","518-331-5331 (Joe)",152,"River Front Auto Sales","The Auto Store","6499 South Transit Road",Lockport,NY,14094,"John Mancuso",716-625-6205,400.0,1J8HR58278C119081,2008,Jeep,"Grand Cherokee",Limited,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360625,9088,"Flemington ch bu gmc c llc","Flemington Buick Chevy GMC","211 rte 202 & 31 so",Flemington,NJ,08822,"Omar Bass",9087823331,20891,"AUTO GALLERY LLC",,"165 Route 46",Lodi,NJ,07644,"Paul Mascitelli",973-955-2550,125.0,5N1AA0NC9EN609856,2014,Nissan,Armada,Platinum,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
359969,5186,"Tasca Automotive Group Inc","Tasca Ford","1300 Pontiac Avenue",Cranston,RI,02920,"Colton Capobianco",401-681-1300,5101,"wjp management","SOUTHEAST AUTOMOTIVE","201 SIMMONS AVE",Nashville,TN,37211,"Jeff Edwards",6152557000,1125.0,5UXWX5C51BL700121,2011,BMW,X3,XDrive28i,"Small Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
360051,4903,"M7 Motors","Volkswagen of Streetsboro","855 Classic Drive",Streetsboro,OH,44241,"Dominic Cinalli",216-322-7888,14438,"5B Auto Sales LLC",,"13966 broad st sw",Pataskala,OH,43062,"Handel Bello",740-919-5511,250.0,5FNRL38737B449301,2007,Honda,Odyssey,EX-L,Minivan,1.0,paid,1,0,0,0,0,0
360793,520,"Depaula Chevrolet, Inc.",,"1 Fairfield Ave",Albany,NY,12205,"Shawn Townsend","518-281-4413 (Shawn)",11962,"Brascar, Inc.",,"9 Sharon Court",Bethel,CT,06801,"Lucas Miranda Carrijo","203-417-4909 (Roy)",250.0,2GKFLTEK1C6213097,2012,GMC,Terrain,SLE,"Small Crossover/SUV",1.0,paid,1,0,0,0,0,0
360302,5979,"Keeler Motor Car Co. H",,"1111 Troy-Schenectady Road",Latham,NY,12110,"Vincent Regels",518-785-4715,9165,"Anamaks Motors, LLC",,"195 Central Street",Hudson,NH,03051,"Viktor Pasternak",603-809-4196,350.0,1FADP3E21EL102203,2014,Ford,Focus,S,"Small Car",1.0,paid,1,0,0,0,0,0
360650,18737,"TED Automotive","Hyundai of Silsbee","4100 96 S Bypass",Silsbee,TX,77656,"Paul Johnson",4093736740,16849,"Jupiter Preowned Sales","Traditional Autos","10740 Forest Lane",Dallas,TX,75243,"Billy Bradford",972-272-7300,425.0,1D7HU16N53J605362,2003,Dodge,"Ram 1500",ST,Pickup,1.0,pending,0,0,0,0,0,0
360515,2352,"Patrick Buick GMC",,"4700 West Henrietta Road",Henrietta,NY,14467,"Larry Albertelli",585-359-2200,4315,"Brian M. Malchak",,"2272 Ridge Road","Mc Graw",NY,13101,"Brian M. Malchak",315-663-4025,225.0,1GCFG15X491117833,2009,Chevrolet,"G1500 Vans",Express,"Full-Size Van",0.0,paid,1,0,0,0,0,0
360884,18842,"NOYES VOLKSWAGEN",,"18 PRODUCTION AVE",Keene,NH,03431,"SPENCER NOYES",6033577220,6656,"Cox Auto Sales",,"3400 Kirkwood Highway",Wilmington,DE,19808,"Arthur Helmick",302-266-8100,475.0,1G1RD6E4XBU100167,2011,Chevrolet,Volt,,"Small Car",1.0,paid,1,0,0,0,0,0
360908,13769,"Zeigler Infiniti",,"8751 159th","Orland Park",IL,60462,"Anthony Manteca",7084034700,16407,"Allan Nott Enterprises, Inc.","Allan Nott Honda","3500 Elida Road",Lima,OH,45807,"Miles Byrne",419-331-0381,375.0,5FNYF4H58CB063376,2012,Honda,Pilot,EX-L,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
360784,15548,"Walls Ford",,"2 Merrill St",Salisbury,MA,01952,"John Wall",978-462-6658,11399,"Ron's Auto Used Car Sales","Ron's Auto ","38 Mumford Drive","West Rutland",VT,05777,"Ronald Jensen",802-438-5434,300.0,1FAFP34N57W231793,2007,Ford,Focus,"ZX4 S","Small Car",1.0,paid,1,0,0,0,0,0
361001,20934,"southwest kia austin",,"13175 us hwy 183 n",Austin,TX,78750,"Brandon carlson",5125831900,16849,"Jupiter Preowned Sales","Traditional Autos","10740 Forest Lane",Dallas,TX,75243,"Billy Bradford",972-272-7300,325.0,1NXBR32E85Z544685,2005,Toyota,Corolla,S,"Small Car",1.0,paid,1,0,0,0,0,0
360895,5036,"Veader Auto Group","Bristol Toyota","2283 G.A.R. Highway/ US Route 6",Swansea,MA,02777,"Michael Hills",401-253-2100,5315,"MJ Traders LTD",,"610 River Drive",Garfield,NJ,07026,"Mark Gross",201-803-9784,325.0,JF1GE61668H519708,2008,Subaru,Impreza,Base,"Small Car",1.0,paid,1,0,0,0,0,0
360963,12560,"Chapman Chrysler Jeep Dodge",,"1100 Easton Road",Horsham,PA,19044,"Dave Mancinelli",215-674-3600,14531,"B & M Partners, LLC","B & M Partners, LLC","10115 Clarkes Road",Bealeton,VA,22712,"Nidal Motii",540-738-0989,350.0,KNALN4D78E5152077,2014,Kia,Cadenza,Premium,"Full-Size Car",1.0,pending,0,0,0,0,0,0
360380,1859,"Matthews Import Center, Inc","Matthews Kia Mazda Subaru","3013 Old Vestal Road",Vestal,NY,13850,"Dino Vitali",607-729-6261,4180,"Discount Auto Sales",,"48 4th  Street",Passaic,NJ,07055,"Mehmet Arvasi",973-928-4848,325.0,JTDBR32E842021763,2004,Toyota,Corolla,CE,"Small Car",1.0,paid,1,0,0,0,0,0
360929,5036,"Veader Auto Group","Bristol Toyota","2283 G.A.R. Highway/ US Route 6",Swansea,MA,02777,"Michael Hills",401-253-2100,4180,"Discount Auto Sales",,"48 4th  Street",Passaic,NJ,07055,"Mehmet Arvasi",973-928-4848,350.0,4T1BG22K91U085621,2001,Toyota,Camry,LE,"Mid-Size Car",1.0,paid,1,0,0,0,0,0
360871,402,"Haddad Motor Group, Inc.","Haddad Toyota","1030 State Route 20","New Lebanon",NY,12125,"Joe Scibelli","518-221-3448 Call Butch for Pi",8616,"Checker Flag Auto LLC",,"2029 Bristol Pike",Croydon,PA,19021,"Matt Calkap",215-785-2212,350.0,1FTPX14V69FB22121,2009,Ford,F150,XLT,Pickup,1.0,paid,1,0,0,0,0,0
360356,929,"Scoville-Meno, Inc.","Scoville-Meno Honda","65 Oneida St",Oneonta,NY,13820,"David Kurtz",607-433-1251,14727,"Mill Street Automotive, Inc.",,"9546 State Route 12",Remsen,NY,13438,"Paul Smith",315-796-2591,175.0,JF2SH64689H736347,2009,Subaru,Forester,"X Limited","Small Crossover/SUV",1.0,paid,1,0,0,0,0,0
361141,20934,"southwest kia austin",,"13175 us hwy 183 n",Austin,TX,78750,"Brandon carlson",5125831900,15349,"MCMC Auto Ltd.","Mike Carlson Motor Company","264 Exchange st",Burleson,TX,76028,"Mark Jones",817-529-7681,300.0,2T1BU4EE0BC567472,2011,Toyota,Corolla,LE,"Small Car",1.0,pending,0,0,0,0,0,0
361092,9130,"Mount Kisco Import Cars, LTD","Honda of Mount Kisco","650 Bedford Road","Bedford Hills",NY,10507,"Michael Gallagher (Mt Kisco Honda)",914-666-0030,6617,"Wolfe Automotive",,"544 Lancaster Ave",Malvern,PA,19355,"Brad Wolfe",484-325-0588,275.0,YV4SZ592461215722,2006,Volvo,XC70,Base,"Luxury Car",1.0,paid,1,0,0,0,0,0
361184,5706,"Acton Lincoln Mercury, Inc.","Acton Chrysler Dodge Jeep Ram","196 Great Road",Acton,MA,01720,"Dennis Arsenault",978-263-7300,11399,"Ron's Auto Used Car Sales","Ron's Auto ","38 Mumford Drive","West Rutland",VT,05777,"Ronald Jensen",802-438-5434,250.0,3G5DA03E13S584810,2003,Buick,Rendezvous,CX,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
359374,3821,"Kia of Stamford / GGL, LLC",,"263 Selleck St",Stamford,CT,06902,"Robert Ricucci (Stm Subaru & Kia)",203-883-8888,11981,"The Last Frontier, Inc.",,"59 Brighton Road",Andover,NJ,07821,"Brian Piccolo",908-223-7614,200.0,1G8AJ52FX4Z119752,2004,Saturn,Ion,2,"Small Car",1.0,paid,1,0,0,0,0,0
360169,13371,"Lambert Buick GMC",,"2409 Front St","Cuyahoga Falls",OH,44221,"Alex Tedrick",330-923-9771,17016,"H.E. McGonigal, Inc.","H.E. McGonigal Buick Cadillac GMC","2828 East Markland Ave",Kokomo,IN,46901,"Travis Shedron","765-252-0121 (Travis)",450.0,1GKKNVLS5HZ105374,2017,GMC,Acadia,SLT2,"Large Crossover/SUV",1.0,paid,1,0,0,0,0,0
361258,11679,"Mercedes-Benz of Warwick",,"1557 Bald Hill Rd",Warwick,RI,02886,"Erik Laberge",401-354-2747,20824,"G and f wholesale",,"15 rita ln",Albany,NY,12211,Michel,5189616338,325.0,4JGBB86EX8A354551,2008,Mercedes-Benz,"M Class",ML350,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361282,8139,"Planet Subaru, Inc.",,"596 Washington St",Hanover,MA,02339,"James Greene",781-826-4444,2259,"RY Motors, LLC",,"3395 Howlett Hill Road",Camillus,NY,13031,"Roman Bandura",315-877-6682,475.0,5UXWX5C55BL713888,2011,BMW,X3,XDrive28i,"Small Luxury Crossover/SUV",1.0,paid,1,0,0,0,0,0
360328,5794,"Audi South Burlington",,"1325 Shelburne Road","South Burlington",VT,05403,"David Swartz",802-861-3466,11962,"Brascar, Inc.",,"9 Sharon Court",Bethel,CT,06801,"Lucas Miranda Carrijo","203-417-4909 (Roy)",450.0,WA1BV74L37D083587,2007,Audi,Q7,Premium,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361186,8411,"Websmart Auto, Inc.",,"4621 West Ridge Road",Spencerport,NY,14559,"Guy Barbera","828-280-6734 - Jon",8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,475.0,1N4AL24E69C178137,2009,Nissan,Altima,S,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
360872,5800,"Flemington Ford",,"215 RT 202",Flemington,NJ,08822,"Pete Chicarelli",,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,300.0,JN8AZ18W99W102873,2009,Nissan,Murano,S,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360653,4364,"Planet Kia",,"3007 Scranton Carbondale Hwy.",Olyphant,PA,18447,"Tom Wegmann",570-382-3297,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,325.0,3FAHP07Z98R266346,2008,Ford,Fusion,SE,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
360326,5812,"Colonial Cars Inc","Colonial Kia","2300 Walthall Center Drive",Chester,VA,23836,"Bill Houtz",804-431-3838,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,600.0,5XYKT3A18BG001094,2011,Kia,Sorento,LX,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360272,19090,"BETLEY CHEVROLET",,"50 N MAIN ST",Derry,NH,03038,"JOHN MACNEIL",603-434-1546,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,250.0,1GCEK19C99Z292808,2009,Chevrolet,"Silverado 1500",LS,Pickup,1.0,pending,0,0,0,0,0,0
360263,5751,"Nissan of Keene",,"544 Monadnock Highway",Swanzey,NH,03446,Tony,603-357-7945,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,225.0,1J4NF1FB1BD193736,2011,Jeep,Compass,Base,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
360957,12560,"Chapman Chrysler Jeep Dodge",,"1100 Easton Road",Horsham,PA,19044,"Dave Mancinelli",215-674-3600,19796,"Used Cars Station LLC",,"4710, Hanover Pike",Manchester,MD,21102,"Almaz Kharisov",4435223798,225.0,1G1JC52F547303579,2004,Chevrolet,Cavalier,Base,"Small Car",1.0,pending,0,0,0,0,0,0
360974,15777,"Chapman Ford of Lancaster",,"5201 Manheim Pike","East Petersburg",PA,17520,"Tom Evans ",717-299-4331,3824,"Big T's Auto Sales LLC",,"1414 Broad St",Bloomfield,NJ,07003,"Anthony Tuminaro",973-844-9099,275.0,2A4GP54L36R666502,2006,Chrysler,"Town & Country",Touring,Minivan,1.0,pending,0,0,0,0,0,0
360030,7228,"Minuteman Volkswagen",,"39 North Road",Bedford,MA,01730,"Timmy Pullo",781-275-8000,9965,"Arrow Motors","1330 E. St. George Corp.","1330 E. St. George Ave",Linden,NJ,07036,"Robert Siciliano",908-486-9858,375.0,JN8AZ1MW5BW159079,2011,Nissan,Murano,SV,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360213,19544,"Parkway II, LLC","Newburgh Toyota Scion","218 Rt. 17k",Newburgh,NY,12550,"Mario Giordano",9144901521,9965,"Arrow Motors","1330 E. St. George Corp.","1330 E. St. George Ave",Linden,NJ,07036,"Robert Siciliano",908-486-9858,175.0,1HGCR2F53GA019696,2016,Honda,Accord,Sport,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
360816,6287,"Pine Belt Automotive, Inc.","Pine Belt Automotive ","229 Route 37 East","Toms River",NJ,08753,"Michael Nickerson",732-349-3030,9965,"Arrow Motors","1330 E. St. George Corp.","1330 E. St. George Ave",Linden,NJ,07036,"Robert Siciliano",908-486-9858,125.0,2HGFB6E54FH702047,2015,Honda,Civic,Si,"Small Car",1.0,pending,0,0,0,0,0,0
361204,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",16943,"Brad Meade's Downtown Motor Sales, LLC",,"226 South Front St",Fremont,OH,43420,"Brad Meade",419-680-1800,600.0,1GCEK14X28Z247931,2008,Chevrolet,"Silverado 1500",W/T,Pickup,1.0,pending,0,0,0,0,0,0
360050,4903,"M7 Motors","Volkswagen of Streetsboro","855 Classic Drive",Streetsboro,OH,44241,"Dominic Cinalli",216-322-7888,5567,"CarNation Auto Group, LLC",,"22180 Harrisburg Westville Rd ","North Benton",OH,44449,"Marcus Marsili",234-562-1011,125.0,1A8HW58PX7F526362,2007,Chrysler,Aspen,Limited,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361155,4481,"AAM Auto Sales, LLC","All American Mazda","575 Burnt Tavern Road",Brick,NJ,08724,"Greg Pfeffer","(732) 451-6848",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,600.0,1FMCU93198KA76645,2008,Ford,Escape,XLT,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361210,1297,"Wholesale Cars Online, LLC","Sun Auto Warehouse","8010 Brewerton Road",Cicero,NY,13039,"Peter Detor","315-350-7155 KENNY",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,250.0,JF1SG63626G759293,2006,Subaru,Forester,X,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361206,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,275.0,1G1ZC5E07CF265240,2012,Chevrolet,Malibu,LT,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
